ダウンロードした時刻：2026/07/07 21:46:20

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月,平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),最低気温(℃)
,,,,平年値(℃),平年値(℃),,,日,日,,平年値(℃),平年値(℃),,,日,日,,平年値(℃),平年値(℃)
,,品質情報,均質番号,,品質情報,,品質情報,,品質情報,均質番号,,品質情報,,品質情報,,品質情報,均質番号,,品質情報
2007/3,10.8,8,1,,1,24.1,8,2007/3/29,8,1,,0,2.6,8,2007/3/12,8,1,,0
2007/4,13.7,8,1,,1,25.8,8,2007/4/30,8,1,,0,4.0,8,2007/4/4,8,1,,0
2007/5,19.8,8,1,,1,29.0,8,2007/5/27,8,1,,0,13.0,8,2007/5/29,8,1,,0
2007/6,23.2,8,1,,1,31.5,8,2007/6/29,8,1,,0,15.7,8,2007/6/1,8,1,,0
2007/7,24.4,8,1,,1,32.7,8,2007/7/27,8,1,,0,18.2,8,2007/7/18,8,1,,0
2007/8,29.0,8,1,,1,37.5,8,2007/8/17,8,1,,0,23.1,8,2007/8/31,8,1,,0
2007/9,25.2,8,1,,1,32.9,8,2007/9/8,8,1,,0,15.7,8,2007/9/30,8,1,,0
2007/10,19.0,8,1,,1,26.5,8,2007/10/5,8,1,,0,12.8,8,2007/10/28,8,1,,0
2007/11,13.3,8,1,,1,21.2,8,2007/11/15,8,1,,0,4.6,8,2007/11/24,8,1,,0
2007/12,9.0,8,1,,1,15.8,8,2007/12/7,8,1,,0,2.7,8,2007/12/31,8,1,,0
2008/1,5.9,8,1,,1,13.9,8,2008/1/8,8,1,,0,0.8,8,2008/1/28,8,1,,0
2008/2,5.5,8,1,,1,17.0,8,2008/2/23,8,1,,0,-0.1,8,2008/2/4,8,1,,0
2008/3,10.7,8,1,,1,20.4,8,2008/3/26,8,1,,0,2.8,8,2008/3/6,8,1,,0
2008/4,14.7,8,1,,1,25.8,8,2008/4/30,8,1,,0,6.5,8,2008/4/1,8,1,,0
2008/5,18.5,8,1,,1,29.0,8,2008/5/23,8,1,,0,9.2,8,2008/5/13,8,1,,0
2008/6,21.3,8,1,,1,29.1,8,2008/6/14,8,1,,0,13.4,8,2008/6/1,8,1,,0
2008/7,27.0,8,1,,1,34.5,8,2008/7/25,8,1,,0,18.6,8,2008/7/1,8,1,,0
2008/8,26.8,8,1,,1,35.3,8,2008/8/8,8,1,,0,19.6,8,2008/8/24,8,1,,0
2008/9,24.4,8,1,,1,32.3,8,2008/9/3,8,1,,0,15.4,8,2008/9/29,8,1,,0
2008/10,19.4,8,1,,1,25.2,8,2008/10/5,8,1,,0,11.5,8,2008/10/31,8,1,,0
2008/11,13.1,8,1,,1,22.3,8,2008/11/7,8,1,,0,5.5,8,2008/11/21,8,1,,0
2008/12,9.8,8,1,,1,19.9,8,2008/12/22,8,1,,0,1.8,8,2008/12/28,8,1,,0
2009/1,6.8,8,1,,1,15.3,8,2009/1/19,8,1,,0,0.0,8,2009/1/13,8,1,,0
2009/2,7.8,8,1,,1,23.9,8,2009/2/14,8,1,,0,1.4,8,2009/2/22,8,1,,0
2009/3,10.0,8,1,,1,23.2,8,2009/3/19,8,1,,0,1.1,8,2009/3/4,8,1,,0
2009/4,15.7,8,1,,1,26.1,8,2009/4/11,8,1,,0,5.4,8,2009/4/2,8,1,,0
2009/5,20.1,8,1,,1,29.3,8,2009/5/20,8,1,,0,12.6,8,2009/5/15,8,1,,0
2009/6,22.5,8,1,,1,31.9,8,2009/6/26,8,1,,0,15.5,8,2009/6/2,8,1,,0
2009/7,26.3,8,1,,1,34.2,8,2009/7/16,8,1,,0,20.2,8,2009/7/2,8,1,,0
2009/8,26.6,8,1,,1,33.2,8,2009/8/16,8,1,,0,17.6,8,2009/8/31,8,1,,0
2009/9,23.0,8,1,,1,31.5,8,2009/9/1,8,1,,0,17.7,8,2009/9/18,8,1,,0
2009/10,19.0,8,1,,1,27.1,8,2009/10/20,8,1,,0,12.7,8,2009/10/25,8,1,,0
2009/11,13.5,8,1,,1,25.9,8,2009/11/1,8,1,,0,5.5,8,2009/11/2,8,1,,0
2009/12,9.0,8,1,,1,17.4,8,2009/12/12,8,1,,0,1.1,8,2009/12/20,8,1,,0
2010/1,7.0,8,1,,1,18.0,8,2010/1/21,8,1,,0,-0.3,8,2010/1/15,8,1,,0
2010/2,6.5,8,1,,1,21.0,8,2010/2/9,8,1,,0,-0.4,8,2010/2/4,8,1,,0
2010/3,9.1,8,1,,1,21.6,8,2010/3/16,8,1,,0,0.9,8,2010/3/9,8,1,,0
2010/4,12.4,8,1,,1,25.5,8,2010/4/21,8,1,,0,1.4,8,2010/4/17,8,1,,0
2010/5,19.0,8,1,,1,30.9,8,2010/5/21,8,1,,0,11.4,8,2010/5/1,8,1,,0
2010/6,23.6,8,1,,1,31.8,8,2010/6/28,8,1,,0,13.4,8,2010/6/1,8,1,,0
2010/7,28.0,8,1,,1,36.3,8,2010/7/21,8,1,,0,19.9,8,2010/7/13,8,1,,0
2010/8,29.6,8,1,,1,37.2,8,2010/8/17,8,1,,0,23.6,8,2010/8/9,8,1,,0
2010/9,25.1,8,1,,1,35.9,8,2010/9/4,8,1,,0,13.9,8,2010/9/25,8,1,,0
2010/10,18.9,8,1,,1,28.3,8,2010/10/11,8,1,,0,9.3,8,2010/10/28,8,1,,0
2010/11,13.5,8,1,,1,22.4,8,2010/11/9,8,1,,0,7.0,8,2010/11/25,8,1,,0
2010/12,9.9,8,1,,1,23.7,8,2010/12/3,8,1,,0,2.1,8,2010/12/28,8,1,,0
2011/1,5.1,8,1,,1,12.2,8,2011/1/9,8,1,,0,-1.1,8,2011/1/16,8,1,,0
2011/2,7.0,8,1,,1,20.8,8,2011/2/25,8,1,,0,-0.8,8,2011/2/1,8,1,,0
2011/3,8.1,8,1,,1,20.2,8,2011/3/14,8,1,,0,1.0,8,2011/3/7,8,1,,0
2011/4,14.5,8,1,,1,24.8,8,2011/4/28,8,1,,0,4.3,8,2011/4/5,8,1,,0
2011/5,18.5,8,1,,1,29.6,8,2011/5/22,8,1,,0,12.2,8,2011/5/31,8,1,,0
2011/6,22.8,8,1,,1,35.1,8,2011/6/29,8,1,,0,12.1,8,2011/6/1,8,1,,0
2011/7,27.3,8,1,,1,34.8,8,2011/7/18,8,1,,0,18.0,8,2011/7/22,8,1,,0
2011/8,27.5,8,1,,1,36.1,8,2011/8/18,8,1,,0,19.3,8,2011/8/21,8,1,,0
2011/9,25.1,8,1,,1,32.5,8,2011/9/12,8,1,,0,15.9,8,2011/9/24,8,1,,0
2011/10,19.5,8,1,,1,29.7,8,2011/10/16,8,1,,0,11.2,8,2011/10/28,8,1,,0
2011/11,14.9,8,1,,1,22.7,8,2011/11/7,8,1,,0,7.2,8,2011/11/27,8,1,,0
2011/12,7.5,8,1,,1,18.9,8,2011/12/3,8,1,,0,1.5,8,2011/12/26,8,1,,0
2012/1,4.8,8,1,,1,11.1,8,2012/1/11,8,1,,0,-1.0,8,2012/1/27,8,1,,0
2012/2,5.4,8,1,,1,15.4,8,2012/2/24,8,1,,0,-1.0,8,2012/2/4,8,1,,0
2012/3,8.8,8,1,,1,19.4,8,2012/3/30,8,1,,0,2.0,8,2012/3/10,8,1,,0
2012/4,14.5,8,1,,1,26.0,8,2012/4/29,8,1,,0,5.1,8,2012/4/8,8,1,,0
2012/5,19.6,8,1,,1,27.2,8,2012/5/16,8,1,,0,11.9,8,2012/5/13,8,1,,0
2012/6,21.4,8,1,,1,30.2,8,2012/6/20,8,1,,0,15.2,8,2012/6/13,8,1,,0
2012/7,26.4,8,1,,1,35.4,8,2012/7/26,8,1,,0,17.4,8,2012/7/21,8,1,,0
2012/8,29.1,8,1,,1,35.7,8,2012/8/17,8,1,,0,22.9,8,2012/8/9,8,1,,0
2012/9,26.2,8,1,,1,33.8,8,2012/9/13,8,1,,0,18.0,8,2012/9/25,8,1,,0
2012/10,19.4,8,1,,1,31.0,8,2012/10/1,8,1,,0,11.8,8,2012/10/30,8,1,,0
2012/11,12.7,8,1,,1,21.5,8,2012/11/1,8,1,,0,4.4,8,2012/11/29,8,1,,0
2012/12,7.3,8,1,,1,18.4,8,2012/12/6,8,1,,0,0.1,8,2012/12/25,8,1,,0
2013/1,5.5,8,1,,1,14.4,8,2013/1/2,8,1,,0,-1.4,8,2013/1/6,8,1,,0
2013/2,6.2,8,1,,1,20.9,8,2013/2/2,8,1,,0,-0.5,8,2013/2/25,8,1,,0
2013/3,12.1,8,1,,1,25.3,8,2013/3/10,8,1,,0,3.2,8,2013/3/5,8,1,,0
2013/4,15.2,8,1,,1,23.4,8,2013/4/18,8,1,,0,5.3,8,2013/4/21,8,1,,0
2013/5,19.8,8,1,,1,28.5,8,2013/5/10,8,1,,0,10.5,8,2013/5/8,8,1,,0
2013/6,22.9,8,1,,1,30.2,8,2013/6/18,8,1,,0,14.7,8,2013/6/3,8,1,,0
2013/7,27.3,8,1,,1,35.4,8,2013/7/9,8,1,,0,21.0,8,2013/7/21,8,1,,0
2013/8,29.2,8,1,,1,38.3,8,2013/8/11,8,1,,0,20.3,8,2013/8/27,8,1,,0
2013/9,25.2,8,1,,1,35.7,8,2013/9/1,8,1,,0,15.7,8,2013/9/28,8,1,,0
2013/10,19.8,8,1,,1,31.3,8,2013/10/12,8,1,,0,12.0,8,2013/10/27,8,1,,0
2013/11,13.5,8,1,,1,21.5,8,2013/11/8,8,1,,0,5.9,8,2013/11/29,8,1,,0
2013/12,8.3,8,1,,1,17.6,8,2013/12/6,8,1,,0,0.5,8,2013/12/29,8,1,,0
2014/1,6.3,8,1,,1,15.9,8,2014/1/31,8,1,,0,-0.2,8,2014/1/16,8,1,,0
2014/2,5.9,8,1,,1,18.6,8,2014/2/28,8,1,,0,-0.9,8,2014/2/8,8,1,,0
2014/3,10.4,8,1,,1,22.3,8,2014/3/25,8,1,,0,1.3,8,2014/3/11,8,1,,0
2014/4,15.0,8,1,,1,23.9,8,2014/4/26,8,1,,0,6.3,8,2014/4/7,8,1,,0
2014/5,20.3,8,1,,1,31.6,8,2014/5/31,8,1,,0,11.2,8,2014/5/7,8,1,,0
2014/6,23.4,8,1,,1,33.1,8,2014/6/1,8,1,,0,17.7,8,2014/6/7,8,1,,0
2014/7,26.8,8,1,,1,35.6,8,2014/7/25,8,1,,0,20.1,8,2014/7/5,8,1,,0
2014/8,27.7,8,1,,1,36.1,8,2014/8/5,8,1,,0,19.6,8,2014/8/28,8,1,,0
2014/9,23.2,8,1,,1,31.6,8,2014/9/5,8,1,,0,16.4,8,2014/9/21,8,1,,0
2014/10,19.1,8,1,,1,29.8,8,2014/10/3,8,1,,0,11.9,8,2014/10/30,8,1,,0
2014/11,14.2,8,1,,1,22.4,8,2014/11/2,8,1,,0,6.9,8,2014/11/20,8,1,,0
2014/12,6.7,8,2,7.7,8,16.2,8,2014/12/11,8,1,,0,-1.3,8,2014/12/18,8,1,,0
2015/1,5.8,8,2,5.4,8,16.4,8,2015/1/27,8,1,,0,-2.2,8,2015/1/2,8,1,,0
2015/2,5.7,8,2,6.1,8,19.2,8,2015/2/23,8,1,,0,-2.4,8,2015/2/10,8,1,,0
2015/3,10.3,8,2,9.4,8,23.6,8,2015/3/30,8,1,,0,-0.4,8,2015/3/11,8,1,,0
2015/4,14.5,8,2,14.3,8,27.2,8,2015/4/28,8,1,,0,2.4,8,2015/4/8,8,1,,0
2015/5,21.1,8,2,18.8,8,32.2,8,2015/5/31,8,1,,0,11.6,8,2015/5/6,8,1,,0
2015/6,22.1,8,2,21.9,8,31.4,8,2015/6/28,8,1,,0,13.4,8,2015/6/6,8,1,,0
2015/7,26.2,8,2,25.7,8,35.8,8,2015/7/26,8,1,,0,17.6,8,2015/7/10,8,1,,0
2015/8,26.7,8,2,26.9,8,37.7,8,2015/8/7,8,1,,0,17.9,8,2015/8/26,8,1,,0
2015/9,22.6,8,2,23.3,8,31.5,8,2015/9/2,8,1,,0,16.1,8,2015/9/25,8,1,,0
2015/10,18.4,8,2,18.0,8,28.1,8,2015/10/2,8,1,,0,10.3,8,2015/10/27,8,1,,0
2015/11,13.9,8,2,12.5,8,23.7,8,2015/11/17,8,1,,0,3.9,8,2015/11/28,8,1,,0
2015/12,9.3,8,2,7.7,8,24.1,8,2015/12/11,8,1,,0,1.9,8,2015/12/29,8,1,,0
2016/1,6.1,8,2,5.4,8,16.2,8,2016/1/3,8,1,,0,-2.6,8,2016/1/25,8,1,,0
2016/2,7.2,8,2,6.1,8,23.0,8,2016/2/14,8,1,,0,0.1,8,2016/2/26,8,1,,0
2016/3,10.1,8,2,9.4,8,21.4,8,2016/3/18,8,1,,0,1.1,8,2016/3/2,8,1,,0
2016/4,15.4,8,2,14.3,8,26.8,8,2016/4/18,8,1,,0,5.1,8,2016/4/12,8,1,,0
2016/5,20.2,8,2,18.8,8,30.9,8,2016/5/23,8,1,,0,11.9,8,2016/5/1,8,1,,0
2016/6,22.4,8,2,21.9,8,33.0,8,2016/6/18,8,1,,0,14.2,8,2016/6/3,8,1,,0
2016/7,25.4,8,2,25.7,8,36.7,8,2016/7/7,8,1,,0,19.0,8,2016/7/24,8,1,,0
2016/8,27.1,8,2,26.9,8,37.7,8,2016/8/9,8,1,,0,21.3,8,2016/8/28,8,1,,0
2016/9,24.4,8,2,23.3,8,33.0,8,2016/9/5,8,1,,0,17.6,8,2016/9/21,8,1,,0
2016/10,18.7,8,2,18.0,8,32.0,8,2016/10/4,8,1,,0,9.6,8,2016/10/30,8,1,,0
2016/11,11.4,8,2,12.5,8,20.8,8,2016/11/6,8,1,,0,0.3,8,2016/11/25,8,1,,0
2016/12,8.9,8,2,7.7,8,20.2,8,2016/12/22,8,1,,0,0.0,8,2016/12/17,8,1,,0
2017/1,5.8,8,2,5.4,8,19.5,8,2017/1/30,8,1,,0,-2.3,8,2017/1/15,8,1,,0
2017/2,6.9,8,2,6.1,8,20.6,8,2017/2/17,8,1,,0,-1.6,8,2017/2/11,8,1,,0
2017/3,8.5,8,2,9.4,8,18.7,8,2017/3/20,8,1,,0,0.0,8,2017/3/8,8,1,,0
2017/4,14.7,8,2,14.3,8,26.1,8,2017/4/19,8,1,,0,4.5,8,2017/4/4,8,1,,0
2017/5,20.0,8,2,18.8,8,30.9,8,2017/5/21,8,1,,0,11.3,8,2017/5/2,8,1,,0
2017/6,22.0,8,2,21.9,8,30.6,8,2017/6/10,8,1,,0,14.8,8,2017/6/13,8,1,,0
2017/7,27.3,8,2,25.7,8,35.0,8,2017/7/17,8,1,,0,20.9,8,2017/7/2,8,1,,0
2017/8,26.4,8,2,26.9,8,37.1,8,2017/8/9,8,1,,0,20.0,8,2017/8/31,8,1,,0
2017/9,22.8,8,2,23.3,8,33.3,8,2017/9/18,8,1,,0,16.0,8,2017/9/29,8,1,,0
2017/10,16.8,8,2,18.0,8,29.0,8,2017/10/12,8,1,,0,9.1,8,2017/10/31,8,1,,0
2017/11,11.9,8,2,12.5,8,21.9,8,2017/11/3,8,1,,0,3.2,8,2017/11/22,8,1,,0
2017/12,6.6,8,2,7.7,8,16.0,8,2017/12/11,8,1,,0,-0.2,8,2017/12/18,8,1,,0
2018/1,4.7,8,2,5.4,8,16.0,8,2018/1/9,8,1,,0,-4.0,8,2018/1/25,8,1,,0
2018/2,5.4,8,2,6.1,8,15.1,8,2018/2/15,8,1,,0,-1.8,8,2018/2/18,8,1,,0
2018/3,11.5,8,2,9.4,8,24.2,8,2018/3/29,8,1,,0,1.7,8,2018/3/21,8,1,,0
2018/4,17.0,8,2,14.3,8,28.3,8,2018/4/22,8,1,,0,5.5,8,2018/4/9,8,1,,0
2018/5,19.8,8,2,18.8,8,29.0,8,2018/5/16,8,1,,0,9.0,8,2018/5/11,8,1,,0
2018/6,22.4,8,2,21.9,8,32.9,8,2018/6/29,8,1,,0,14.2,8,2018/6/16,8,1,,0
2018/7,28.3,8,2,25.7,8,39.0,8,2018/7/23,8,1,,0,19.1,8,2018/7/6,8,1,,0
2018/8,28.1,8,2,26.9,8,37.3,8,2018/8/2,8,1,,0,18.3,8,2018/8/18,8,1,,0
2018/9,22.9,8,2,23.3,8,33.0,8,2018/9/8,8,1,,0,14.1,8,2018/9/28,8,1,,0
2018/10,19.1,8,2,18.0,8,32.3,8,2018/10/7,8,1,,0,11.6,8,2018/10/22,8,1,,0
2018/11,14.0,8,2,12.5,8,22.8,8,2018/11/10,8,1,,0,5.8,8,2018/11/21,8,1,,0
2018/12,8.3,8,2,7.7,8,23.4,8,2018/12/4,8,1,,0,-0.7,8,2018/12/29,8,1,,0
2019/1,5.6,8,2,5.4,8,14.0,8,2019/1/5,8,1,,0,-1.2,8,2019/1/10,8,1,,0
2019/2,7.2,8,2,6.1,8,19.5,8,2019/2/20,8,1,,0,-1.2,8,2019/2/10,8,1,,0
2019/3,10.6,8,2,9.4,8,23.9,8,2019/3/22,8,1,,0,1.1,8,2019/3/24,8,1,,0
2019/4,13.6,8,2,14.3,8,25.6,8,2019/4/22,8,1,,0,2.3,8,2019/4/2,8,1,,0
2019/5,20.0,8,2,18.8,8,32.6,8,2019/5/26,8,1,,0,7.9,8,2019/5/8,8,1,,0
2019/6,21.8,8,2,21.9,8,32.3,8,2019/6/6,8,1,,0,13.9,8,2019/6/13,8,1,,0
2019/7,24.1,8,2,25.7,8,34.6,8,2019/7/31,8,1,,0,17.7,8,2019/7/8,8,1,,0
2019/8,28.4,8,2,26.9,8,35.6,8,2019/8/11,8,1,,0,20.7,8,2019/8/25,8,1,,0
2019/9,25.1,8,2,23.3,8,36.2,8,2019/9/9,8,1,,0,17.1,8,2019/9/19,8,1,,0
2019/10,19.4,8,2,18.0,8,30.3,8,2019/10/5,8,1,,0,12.1,8,2019/10/30,8,1,,0
2019/11,13.1,8,2,12.5,8,23.9,8,2019/11/1,8,1,,0,1.6,8,2019/11/29,8,1,,0
2019/12,8.5,8,2,7.7,8,18.9,8,2019/12/12,8,1,,0,2.2,8,2019/12/29,8,1,,0
2020/1,7.1,8,2,5.4,8,18.6,8,2020/1/29,8,1,,0,0.6,8,2020/1/28,8,1,,0
2020/2,8.3,8,2,6.1,8,18.2,8,2020/2/22,8,1,,0,-2.1,8,2020/2/7,8,1,,0
2020/3,10.7,8,2,9.4,8,24.6,8,2020/3/28,8,1,,0,0.7,8,2020/3/29,8,1,,0
2020/4,12.8,8,2,14.3,8,24.2,8,2020/4/26,8,1,,0,5.3,8,2020/4/25,8,1,,0
2020/5,19.5,8,2,18.8,8,28.7,8,2020/5/13,8,1,,0,10.7,8,2020/5/21,8,1,,0
2020/6,23.2,8,2,21.9,8,32.6,8,2020/6/15,8,1,,0,17.1,8,2020/6/20,8,1,,0
2020/7,24.3,8,2,25.7,8,32.5,8,2020/7/12,8,1,,0,17.4,8,2020/7/16,8,1,,0
2020/8,29.1,8,2,26.9,8,37.3,8,2020/8/11,8,1,,0,21.8,8,2020/8/1,8,1,,0
2020/9,24.2,8,2,23.3,8,35.1,8,2020/9/4,8,1,,0,14.7,8,2020/9/30,8,1,,0
2020/10,17.5,8,2,18.0,8,26.7,8,2020/10/13,8,1,,0,9.2,8,2020/10/31,8,1,,0
2020/11,14.0,8,2,12.5,8,24.9,8,2020/11/19,8,1,,0,5.2,8,2020/11/30,8,1,,0
2020/12,7.7,8,2,7.7,8,17.2,8,2020/12/8,8,1,,0,-0.6,8,2020/12/20,8,1,,0
2021/1,5.4,8,2,5.4,8,18.7,8,2021/1/16,8,1,,0,-2.4,8,2021/1/10,8,1,,0
2021/2,8.5,8,2,6.1,8,21.9,8,2021/2/22,8,1,,0,-0.5,8,2021/2/18,8,1,,0
2021/3,12.8,8,2,9.4,8,23.4,8,2021/3/31,8,1,,0,2.3,8,2021/3/4,8,1,,0
2021/4,15.1,8,2,14.3,8,26.2,8,2021/4/22,8,1,,0,6.0,8,2021/4/15,8,1,,0
2021/5,19.6,8,2,18.8,8,28.9,8,2021/5/25,8,1,,0,10.9,8,2021/5/4,8,1,,0
2021/6,22.7,8,2,21.9,8,31.4,8,2021/6/8,8,1,,0,15.1,8,2021/6/1,8,1,,0
2021/7,25.9,8,2,25.7,8,34.7,8,2021/7/19,8,1,,0,19.3,8,2021/7/4,8,1,,0
2021/8,27.4,8,2,26.9,8,36.8,8,2021/8/10,8,1,,0,18.4,8,2021/8/15,8,1,,0
2021/9,22.3,8,2,23.3,8,31.7,8,2021/9/23,8,1,,0,16.8,8,2021/9/7,8,1,,0
2021/10,18.2,8,2,18.0,8,30.1,8,2021/10/2,8,1,,0,7.9,8,2021/10/24,8,1,,0
2021/11,13.7,8,2,12.5,8,22.1,8,2021/11/3,8,1,,0,3.8,8,2021/11/30,8,1,,0
2021/12,7.9,8,2,7.7,8,20.3,8,2021/12/1,8,1,,0,-2.2,8,2021/12/27,8,1,,0
2022/1,4.9,8,2,5.4,8,13.4,8,2022/1/9,8,1,,0,-3.5,8,2022/1/7,8,1,,0
2022/2,5.2,8,2,6.1,8,18.5,8,2022/2/27,8,1,,0,-1.9,8,2022/2/6,8,1,,0
2022/3,10.9,8,2,9.4,8,24.1,8,2022/3/14,8,1,,0,0.5,8,2022/3/23,8,1,,0
2022/4,15.3,8,2,14.3,8,27.7,8,2022/4/27,8,1,,0,3.6,8,2022/4/2,8,1,,0
2022/5,18.8,8,2,18.8,8,31.2,8,2022/5/29,8,1,,0,9.3,8,2022/5/3,8,1,,0
2022/6,23.0,8,2,21.9,8,36.4,8,2022/6/30,8,1,,0,14.7,8,2022/6/8,8,1,,0
2022/7,27.4,8,2,25.7,8,37.0,8,2022/7/1,8,1,,0,21.8,8,2022/7/9,8,1,,0
2022/8,27.5,8,2,26.9,8,36.4,8,2022/8/16,8,1,,0,18.6,8,2022/8/29,8,1,,0
2022/9,24.4,8,2,23.3,8,32.7,8,2022/9/1,8,1,,0,16.5,8,2022/9/21,8,1,,0
2022/10,17.2,8,2,18.0,8,29.6,8,2022/10/2,8,1,,0,8.5,8,2022/10/27,8,1,,0
2022/11,14.5,8,2,12.5,8,24.3,8,2022/11/3,8,1,,0,7.7,8,2022/11/17,8,1,,0
2022/12,7.5,8,2,7.7,8,15.9,8,2022/12/4,8,1,,0,-0.1,8,2022/12/24,8,1,,0
2023/1,5.7,8,2,5.4,8,14.2,8,2023/1/14,8,1,,0,-3.4,8,2023/1/26,8,1,,0
2023/2,7.3,8,2,6.1,8,19.4,8,2023/2/28,8,1,,0,-0.7,8,2023/2/16,8,1,,0
2023/3,12.9,8,2,9.4,8,25.0,8,2023/3/24,8,1,,0,3.6,8,2023/3/3,8,1,,0
2023/4,16.3,8,2,14.3,8,26.8,8,2023/4/21,8,1,,0,6.6,8,2023/4/9,8,1,,0
2023/5,19.0,8,2,18.8,8,32.2,8,2023/5/18,8,1,,0,10.1,8,2023/5/9,8,1,,0
2023/6,23.2,8,2,21.9,8,33.8,8,2023/6/29,8,1,,0,15.3,8,2023/6/4,8,1,,0
2023/7,28.7,8,2,25.7,8,37.7,8,2023/7/26,8,1,,0,20.7,8,2023/7/2,8,1,,0
2023/8,29.2,8,2,26.9,8,36.7,8,2023/8/4,8,1,,0,22.2,8,2023/8/1,8,1,,0
2023/9,26.7,8,2,23.3,8,34.9,8,2023/9/2,8,1,,0,18.5,8,2023/9/25,8,1,,0
2023/10,18.9,8,2,18.0,8,29.9,8,2023/10/1,8,1,,0,11.4,8,2023/10/25,8,1,,0
2023/11,14.4,8,2,12.5,8,27.5,8,2023/11/7,8,1,,0,5.3,8,2023/11/26,8,1,,0
2023/12,9.4,8,2,7.7,8,21.1,8,2023/12/16,8,1,,0,0.1,8,2023/12/23,8,1,,0
2024/1,7.1,8,2,5.4,8,15.6,8,2024/1/6,8,1,,0,-1.1,8,2024/1/25,8,1,,0
2024/2,8.0,8,2,6.1,8,23.7,8,2024/2/20,8,1,,0,-0.1,8,2024/2/7,8,1,,0
2024/3,9.6,8,2,9.4,8,28.1,8,2024/3/31,8,1,,0,0.4,8,2024/3/8,8,1,,0
2024/4,17.1,8,2,14.3,8,28.2,8,2024/4/28,8,1,,0,7.4,8,2024/4/10,8,1,,0
2024/5,20.0,8,2,18.8,8,29.0,8,2024/5/24,8,1,,0,8.7,8,2024/5/10,8,1,,0
2024/6,23.1,8,2,21.9,8,33.4,8,2024/6/24,8,1,,0,14.8,8,2024/6/4,8,1,,0
2024/7,28.7,8,2,25.7,8,37.3,8,2024/7/29,8,1,,0,22.1,8,2024/7/17,8,1,,0
2024/8,29.0,8,2,26.9,8,35.9,8,2024/8/17,8,1,,0,23.3,8,2024/8/19,8,1,,0
2024/9,26.6,8,2,23.3,8,35.1,8,2024/9/18,8,1,,0,17.7,8,2024/9/24,8,1,,0
2024/10,20.6,8,2,18.0,8,31.9,8,2024/10/2,8,1,,0,11.5,8,2024/10/21,8,1,,0
2024/11,13.7,8,2,12.5,8,23.8,8,2024/11/17,8,1,,0,5.5,8,2024/11/20,8,1,,0
2024/12,8.1,8,2,7.7,8,17.8,8,2024/12/4,8,1,,0,0.5,8,2024/12/29,8,1,,0
2025/1,6.6,8,2,5.4,8,15.6,8,2025/1/15,8,1,,0,-0.2,8,2025/1/5,8,1,,0
2025/2,6.5,8,2,6.1,8,17.6,8,2025/2/26,8,1,,0,-1.0,8,2025/2/20,8,1,,0
2025/3,10.7,8,2,9.4,8,25.9,8,2025/3/26,8,1,,0,0.4,8,2025/3/4,8,1,,0
2025/4,15.6,8,2,14.3,8,27.8,8,2025/4/19,8,1,,0,4.1,8,2025/4/1,8,1,,0
2025/5,19.2,8,2,18.8,8,31.1,8,2025/5/20,8,1,,0,11.6,8,2025/5/5,8,1,,0
2025/6,24.7,8,2,21.9,8,34.8,8,2025/6/17,8,1,,0,15.0,8,2025/6/1,8,1,,0
2025/7,28.4,8,2,25.7,8,36.4,8,2025/7/29,8,1,,0,20.7,8,2025/7/12,8,1,,0
2025/8,29.6,8,2,26.9,8,38.5,8,2025/8/30,8,1,,0,23.8,8,2025/8/1,8,1,,0
2025/9,26.5,8,2,23.3,8,37.0,8,2025/9/3,8,1,,0,17.9,8,2025/9/24,8,1,,0
2025/10,18.5,8,2,18.0,8,29.3,8,2025/10/6,8,1,,0,9.7,8,2025/10/30,8,1,,0
2025/11,12.8,8,2,12.5,8,22.4,8,2025/11/17,8,1,,0,5.1,8,2025/11/21,8,1,,0
2025/12,8.4,8,2,7.7,8,20.0,8,2025/12/1,8,1,,0,-0.3,8,2025/12/28,8,1,,0
2026/1,6.1,8,2,5.4,8,17.8,8,2026/1/16,8,1,,0,-2.0,8,2026/1/23,8,1,,0
2026/2,8.0,8,2,6.1,8,22.9,8,2026/2/23,8,1,,0,-3.2,8,2026/2/9,8,1,,0
2026/3,11.0,8,2,9.4,8,21.8,8,2026/3/29,8,1,,0,1.5,8,2026/3/11,8,1,,0
2026/4,16.6,8,2,14.3,8,27.3,8,2026/4/11,8,1,,0,7.6,8,2026/4/8,8,1,,0
2026/5,20.4,8,2,18.8,8,31.6,8,2026/5/29,8,1,,0,10.8,8,2026/5/1,8,1,,0
2026/6,21.5,8,2,21.9,8,31.8,8,2026/6/1,8,1,,0,15.7,8,2026/6/6,8,1,,0
